sample_id,source,architecture,workload,N,shape,split_role
synthetic_systolic_uniform_32_00099,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_banded_32_00100,synthetic,systolic,banded,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00101,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_banded_32_00102,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00103,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_banded_32_00104,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00105,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00106,synthetic,systolic,uniform,32,32x32,synthetic_val
synthetic_systolic_banded_32_00107,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00108,synthetic,systolic,wavefront,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00109,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00110,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_banded_32_00111,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00112,synthetic,systolic,uniform,32,32x32,synthetic_test
synthetic_systolic_checkerboard_32_00113,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00114,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00115,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00116,synthetic,systolic,uniform,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00117,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00118,synthetic,systolic,uniform,32,32x32,synthetic_val
synthetic_systolic_banded_32_00119,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00120,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00121,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00122,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00123,synthetic,systolic,hotspot,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00124,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00125,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00126,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00127,synthetic,systolic,hotspot,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00128,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00129,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00130,synthetic,systolic,hotspot,32,32x32,synthetic_test
synthetic_systolic_wavefront_32_00131,synthetic,systolic,wavefront,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00132,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_banded_32_00133,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00134,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_banded_32_00135,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_banded_32_00136,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00137,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00138,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00139,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00140,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00141,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00142,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00143,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00144,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00145,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00146,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00147,synthetic,systolic,hotspot,32,32x32,synthetic_test
synthetic_systolic_checkerboard_32_00148,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00149,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00150,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_banded_32_00151,synthetic,systolic,banded,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00152,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00153,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00154,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00155,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00156,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00157,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00158,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00159,synthetic,systolic,uniform,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00160,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00161,synthetic,systolic,checkerboard,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00162,synthetic,systolic,uniform,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00163,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00164,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00165,synthetic,systolic,checkerboard,32,32x32,synthetic_val
synthetic_systolic_wavefront_32_00166,synthetic,systolic,wavefront,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00167,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00168,synthetic,systolic,hotspot,32,32x32,synthetic_test
synthetic_systolic_uniform_32_00169,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_banded_32_00170,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00171,synthetic,systolic,wavefront,32,32x32,synthetic_test
synthetic_systolic_banded_32_00172,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00173,synthetic,systolic,checkerboard,32,32x32,synthetic_test
synthetic_systolic_wavefront_32_00174,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00175,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00176,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00177,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00178,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00179,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00180,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00181,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00182,synthetic,systolic,checkerboard,32,32x32,synthetic_test
synthetic_systolic_wavefront_32_00183,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_banded_32_00184,synthetic,systolic,banded,32,32x32,synthetic_test
synthetic_systolic_banded_32_00185,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00186,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_banded_32_00187,synthetic,systolic,banded,32,32x32,synthetic_val
synthetic_systolic_uniform_32_00188,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00189,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00190,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00191,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00192,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00193,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00194,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00195,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00196,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00197,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00198,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00199,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00200,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00201,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00202,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00203,synthetic,systolic,uniform,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00204,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00205,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00206,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00207,synthetic,systolic,hotspot,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00208,synthetic,systolic,checkerboard,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00209,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00210,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00211,synthetic,systolic,checkerboard,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00212,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00213,synthetic,systolic,checkerboard,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00214,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00215,synthetic,systolic,uniform,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00216,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00217,synthetic,systolic,hotspot,32,32x32,synthetic_test
synthetic_systolic_hotspot_32_00218,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00219,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00220,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00221,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00222,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00223,synthetic,systolic,uniform,32,32x32,synthetic_test
synthetic_systolic_banded_32_00224,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_banded_32_00225,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00226,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00227,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00228,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_uniform_32_00229,synthetic,systolic,uniform,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00230,synthetic,systolic,checkerboard,32,32x32,synthetic_test
synthetic_systolic_uniform_32_00231,synthetic,systolic,uniform,32,32x32,synthetic_test
synthetic_systolic_checkerboard_32_00232,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00233,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00234,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_hotspot_32_00235,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_banded_32_00236,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00237,synthetic,systolic,checkerboard,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00238,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_banded_32_00239,synthetic,systolic,banded,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00240,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00241,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00242,synthetic,systolic,wavefront,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00243,synthetic,systolic,checkerboard,32,32x32,synthetic_val
synthetic_systolic_hotspot_32_00244,synthetic,systolic,hotspot,32,32x32,synthetic_train
synthetic_systolic_checkerboard_32_00245,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_wavefront_32_00246,synthetic,systolic,wavefront,32,32x32,synthetic_val
synthetic_systolic_checkerboard_32_00247,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_systolic_banded_32_00248,synthetic,systolic,banded,32,32x32,synthetic_test
synthetic_systolic_checkerboard_32_00249,synthetic,systolic,checkerboard,32,32x32,synthetic_train
synthetic_standard_multihotspot_64_00000,synthetic,standard,multihotspot,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00001,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_multihotspot_64_00002,synthetic,standard,multihotspot,64,64x64,synthetic_val
synthetic_standard_multihotspot_64_00003,synthetic,standard,multihotspot,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00004,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00005,synthetic,standard,uniform,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00006,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00007,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00008,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00009,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_uniform_64_00010,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00011,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_stripes_64_00012,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_stripes_64_00013,synthetic,standard,stripes,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00014,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00015,synthetic,standard,uniform,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00016,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00017,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_uniform_64_00018,synthetic,standard,uniform,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00019,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00020,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00021,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00022,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_uniform_64_00023,synthetic,standard,uniform,64,64x64,synthetic_test
synthetic_standard_uniform_64_00024,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00025,synthetic,standard,quadrant,64,64x64,synthetic_test
synthetic_standard_uniform_64_00026,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00027,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00028,synthetic,standard,checkerboard,64,64x64,synthetic_val
synthetic_standard_quadrant_64_00029,synthetic,standard,quadrant,64,64x64,synthetic_val
synthetic_standard_uniform_64_00030,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_stripes_64_00031,synthetic,standard,stripes,64,64x64,synthetic_test
synthetic_standard_uniform_64_00032,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00033,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_stripes_64_00034,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00035,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00036,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_stripes_64_00037,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00038,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_stripes_64_00039,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00040,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00041,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00042,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00043,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_multihotspot_64_00044,synthetic,standard,multihotspot,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00045,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00046,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00047,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_uniform_64_00048,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00049,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00050,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00051,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_multihotspot_64_00052,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00053,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00054,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00055,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_multihotspot_64_00056,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00057,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00058,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00059,synthetic,standard,checkerboard,64,64x64,synthetic_val
synthetic_standard_checkerboard_64_00060,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00061,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00062,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00063,synthetic,standard,quadrant,64,64x64,synthetic_test
synthetic_standard_checkerboard_64_00064,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00065,synthetic,standard,multihotspot,64,64x64,synthetic_test
synthetic_standard_multihotspot_64_00066,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00067,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_uniform_64_00068,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_uniform_64_00069,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00070,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_checkerboard_64_00071,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00072,synthetic,standard,hotspot,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00073,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_stripes_64_00074,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00075,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00076,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00077,synthetic,standard,uniform,64,64x64,synthetic_test
synthetic_standard_quadrant_64_00078,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00079,synthetic,standard,quadrant,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00080,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00081,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_uniform_64_00082,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00083,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00084,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00085,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_uniform_64_00086,synthetic,standard,uniform,64,64x64,synthetic_val
synthetic_standard_checkerboard_64_00087,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_stripes_64_00088,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00089,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00090,synthetic,standard,hotspot,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00091,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00092,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_quadrant_64_00093,synthetic,standard,quadrant,64,64x64,synthetic_val
synthetic_standard_uniform_64_00094,synthetic,standard,uniform,64,64x64,synthetic_val
synthetic_standard_quadrant_64_00095,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00096,synthetic,standard,quadrant,64,64x64,synthetic_test
synthetic_standard_checkerboard_64_00097,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00098,synthetic,standard,multihotspot,64,64x64,synthetic_test
synthetic_standard_checkerboard_64_00099,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00100,synthetic,standard,checkerboard,64,64x64,synthetic_val
synthetic_standard_hotspot_64_00101,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00102,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00103,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00104,synthetic,standard,hotspot,64,64x64,synthetic_val
synthetic_standard_uniform_64_00105,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_stripes_64_00106,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_stripes_64_00107,synthetic,standard,stripes,64,64x64,synthetic_test
synthetic_standard_uniform_64_00108,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00109,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00110,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_hotspot_64_00111,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00112,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00113,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00114,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00115,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00116,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_uniform_64_00117,synthetic,standard,uniform,64,64x64,synthetic_val
synthetic_standard_multihotspot_64_00118,synthetic,standard,multihotspot,64,64x64,synthetic_val
synthetic_standard_checkerboard_64_00119,synthetic,standard,checkerboard,64,64x64,synthetic_test
synthetic_standard_checkerboard_64_00120,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00121,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_uniform_64_00122,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00123,synthetic,standard,hotspot,64,64x64,synthetic_test
synthetic_standard_quadrant_64_00124,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_uniform_64_00125,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00126,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00127,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00128,synthetic,standard,hotspot,64,64x64,synthetic_val
synthetic_standard_checkerboard_64_00129,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00130,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00131,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00132,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_stripes_64_00133,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_uniform_64_00134,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_uniform_64_00135,synthetic,standard,uniform,64,64x64,synthetic_val
synthetic_standard_quadrant_64_00136,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00137,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00138,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00139,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00140,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00141,synthetic,standard,multihotspot,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00142,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_stripes_64_00143,synthetic,standard,stripes,64,64x64,synthetic_test
synthetic_standard_uniform_64_00144,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_uniform_64_00145,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00146,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00147,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_multihotspot_64_00148,synthetic,standard,multihotspot,64,64x64,synthetic_val
synthetic_standard_quadrant_64_00149,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00150,synthetic,standard,checkerboard,64,64x64,synthetic_val
synthetic_standard_checkerboard_64_00151,synthetic,standard,checkerboard,64,64x64,synthetic_val
synthetic_standard_quadrant_64_00152,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_hotspot_64_00153,synthetic,standard,hotspot,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00154,synthetic,standard,quadrant,64,64x64,synthetic_test
synthetic_standard_quadrant_64_00155,synthetic,standard,quadrant,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00156,synthetic,standard,quadrant,64,64x64,synthetic_test
synthetic_standard_uniform_64_00157,synthetic,standard,uniform,64,64x64,synthetic_train
synthetic_standard_checkerboard_64_00158,synthetic,standard,checkerboard,64,64x64,synthetic_train
synthetic_standard_stripes_64_00159,synthetic,standard,stripes,64,64x64,synthetic_train
synthetic_standard_quadrant_64_00160,synthetic,standard,quadrant,64,64x64,synthetic_train
